, Cause, Effect,Label,Topic_Cause,Topic_Effect,5w1h_effect,5w1h_cause,llm_class
510,prolonged economic decline (recession) [106],decreasing trade deficit or increasing surplus [28],non_causal,1_government_in_increase_spending,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'Decreasing trade deficit or increasing surplus', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Prolonged economic decline (recession)', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",causal
511,decrease in corruption [59],protecting infant industries [245],non_causal,1_government_in_increase_spending,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Protecting infant industries', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Decrease in corruption', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
512,lower demand for USD [25],decrease in possibility of FCPA violation [65],non_causal,0_for_of_business_and,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Decrease in possibility of FCPA violation', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Lower demand for US dollars', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
513,promote local business and foreign investment [263],increase in tourism [371],non_causal,0_for_of_business_and,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Increase in tourism', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Promote local business and foreign investment', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
514,change in business strategy [161],increased government spending [183],non_causal,0_for_of_business_and,1_government_in_increase_spending,"{'Who': 'Government', 'What': 'Increased spending', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Change in business strategy', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
515,cost of connecting decreases [159],increases in dependability on devices [169],non_causal,0_for_of_business_and,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Increases in dependability on devices', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Cost of connecting decreases', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
516,lack of consumer confidence in data providers [209],maturity of ecosystem and business partners [291],non_causal,0_for_of_business_and,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'Discussion of the maturity of an ecosystem and its business partners', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Consumers, Data Providers', 'What': 'Lack of consumer confidence in data providers', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
517,regulators agreement to raise the group's production quota [93],new competitors [2],non_causal,-1_in_and_to_increased,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'New competitors are entering the market.', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Regulators', 'What': 'Raise production quota for a group', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Agreement'}",non_causal
518,decrease in corruption [59],talent migrate to other countries [353],non_causal,1_government_in_increase_spending,0_for_of_business_and,"{'Who': 'Talent', 'What': 'Migrate to other countries', 'When': 'Not mentioned', 'Where': 'Other countries', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Decrease in corruption', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
519,favorable law passed [72],increase in price of commodity [214],non_causal,1_government_in_increase_spending,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'Increase in price of a commodity', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'A favorable law was passed', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
520,decreased use of government forces for domestic control [320],unfavorable law passed [135],non_causal,1_government_in_increase_spending,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'An unfavorable law was passed', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Government forces', 'What': 'Decreased use for domestic control', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
521,weakening economic environment [309],increased local protectionism [239],non_causal,1_government_in_increase_spending,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Increased local protectionism', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Weakening economic environment', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",causal
522,decreasing trade deficit or surplus [185],increase in movement of tectonic plates [317],non_causal,0_for_of_business_and,-1_in_and_to_increased,"{'Who': 'Tectonic plates', 'What': 'Increase in movement', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Decreasing trade deficit or surplus', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
523,lower revenue for multinational companies [43],regulators agreement to raise the group's production quota [93],non_causal,0_for_of_business_and,-1_in_and_to_increased,"{'Who': 'Regulators', 'What': 'Raise production quota for a group', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Agreement'}","{'Who': 'Multinational companies', 'What': 'Experiencing lower revenue', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
524,low price levels of goods and services [26],increased interest rate [329],non_causal,0_for_of_business_and,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Increased interest rate', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Low price levels of goods and services', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
525,self sufficiency to protect from being too exposed (global recession) [261],unfavorable official(political figurehead) or party elected [134],non_causal,-1_in_and_to_increased,1_government_in_increase_spending,"{'Who': 'Political figureheads and parties', 'What': 'Being perceived as unfavorable by voters', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Achieving self-sufficiency as a protective measure against global recession.', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'To protect from being too exposed to a global recession.', 'How': 'Not mentioned'}",non_causal
526,rising unemployment rates [173],increased government spending [183],non_causal,1_government_in_increase_spending,1_government_in_increase_spending,"{'Who': 'Government', 'What': 'Increased spending', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Rising unemployment rates', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
527,offshore services become advantageous [82],reduced tax incentives [404],non_causal,-1_in_and_to_increased,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Reduced tax incentives', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Offshore services become advantageous', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
528,increased irregular tide and current and wave data (patterns) [318],decrease in consumer and investor spending [108],non_causal,-1_in_and_to_increased,-1_in_and_to_increased,"{'Who': 'Consumers and investors', 'What': 'Decrease in spending', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increased irregular tide, current, and wave data patterns', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
529,IT industries funding local initiatives [352],increase in tourism [371],non_causal,0_for_of_business_and,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Increase in tourism', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'IT industries', 'What': 'Funding local initiatives', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
530,regulators agreement to raise the group's production quota [93],restriction to operate with resources from foreign countries [366],non_causal,-1_in_and_to_increased,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Restriction to operate with resources from foreign countries', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Regulators', 'What': 'Raise production quota for a group', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Agreement'}",non_causal
531,increase in possibility of FCPA violation [189],IT niche competitors operation offshore [348],non_causal,-1_in_and_to_increased,-1_in_and_to_increased,"{'Who': 'IT niche competitors', 'What': 'Operating offshore', 'When': 'Not mentioned', 'Where': 'Offshore locations', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increase in possibility of FCPA violation', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
532,increase in personal identify theft attacks [212],reduced income [230],non_causal,-1_in_and_to_increased,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Reduced income', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Individuals', 'What': 'Increase in personal identity theft attacks', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
533,increased talent in workforce [77],growing respect for authority [70],non_causal,0_for_of_business_and,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'Growing respect for authority', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increased talent in the workforce', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
534,discouraged consumer and business behavior [229],lower international reserves to GDP ratio [46],non_causal,-1_in_and_to_increased,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Lower international reserves to GDP ratio', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Discouraged consumer and business behavior', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
535,able to analyze market and consumers better [83],regulations allow and support slow decline [243],non_causal,-1_in_and_to_increased,-1_in_and_to_increased,"{'Who': 'Not mentioned', 'What': 'Regulations allow and support a slow decline.', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Analyze market and consumers better', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
536,increased investor and consumer confidence [73],IT industries funding local initiatives [352],non_causal,-1_in_and_to_increased,0_for_of_business_and,"{'Who': 'IT industries', 'What': 'Funding local initiatives', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Investors and consumers', 'What': 'Increased confidence', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
537,increase in innovative funding [155],increased revenue for businesses [113],non_causal,0_for_of_business_and,0_for_of_business_and,"{'Who': 'Businesses', 'What': 'Increased revenue', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Not mentioned', 'What': 'Increase in innovative funding', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
538,increased cost of doing business [220],favorable law passed [72],non_causal,0_for_of_business_and,1_government_in_increase_spending,"{'Who': 'Not mentioned', 'What': 'A favorable law was passed', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Businesses', 'What': 'Increased cost of doing business', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
539,unfavorable official(political figurehead) or party elected [134],cost of connecting decreases [159],non_causal,1_government_in_increase_spending,0_for_of_business_and,"{'Who': 'Not mentioned', 'What': 'Cost of connecting decreases', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}","{'Who': 'Political figureheads and parties', 'What': 'Being perceived as unfavorable by voters', 'When': 'Not mentioned', 'Where': 'Not mentioned', 'Why': 'Not mentioned', 'How': 'Not mentioned'}",non_causal
